start_time,end_time,original_text,cleaned_text
00:33:26.960,00:33:30.549,has a brain capable of calculating the,brain capable calculating
00:33:26.960,00:33:30.549,"air speed, altitude and trajectory of a",air speed altitude trajectory
00:33:30.549,00:33:30.559,"air speed, altitude and trajectory of a",air speed altitude trajectory
00:33:30.559,00:34:02.310,"air speed, altitude and trajectory of a",air speed altitude trajectory
00:33:30.559,00:34:02.310,bird.,bird
00:34:02.320,00:34:04.950,The time comes when every fledgling has,time come every fledgling
00:34:04.950,00:34:04.960,The time comes when every fledgling has,time come every fledgling
00:34:04.960,00:34:07.669,The time comes when every fledgling has,time come every fledgling
00:34:04.960,00:34:07.669,to take to the air and collect food for,take air collect food
00:34:07.669,00:34:07.679,to take to the air and collect food for,take air collect food
00:34:07.679,00:34:09.909,to take to the air and collect food for,take air collect food
00:34:07.679,00:34:09.909,itself.,
00:34:09.909,00:34:09.919,itself.,
00:34:09.919,00:34:32.629,itself.,
00:34:09.919,00:34:32.629,Their,
00:34:32.639,00:34:34.869,parents lead them to the training,parent lead training
00:34:34.869,00:34:34.879,parents lead them to the training,parent lead training
00:34:34.879,00:34:38.149,parents lead them to the training,parent lead training
00:34:34.879,00:34:38.149,grounds.,ground
00:34:38.159,00:34:44.878,Heat. Heat. [music],heat heat music
00:34:44.888,00:34:59.109,[music],music
00:34:59.119,00:35:38.470,Heat. Heat.,heat heat
00:35:38.480,00:36:10.470,Heat. Heat.,heat heat
00:36:10.480,00:36:12.950,"If they are to survive,",survive
00:36:12.950,00:36:12.960,"If they are to survive,",survive
00:36:12.960,00:36:23.030,"If they are to survive,",survive
00:36:12.960,00:36:23.030,they must learn quickly.,must learn quickly
00:36:23.040,00:36:25.109,After a month of practicing over the,month practicing
00:36:25.109,00:36:25.119,After a month of practicing over the,month practicing
00:36:25.119,00:36:28.069,After a month of practicing over the,month practicing
00:36:25.119,00:36:28.069,"lagoon, the youngsters start to leave",lagoon youngster start leave
00:36:28.069,00:36:28.079,"lagoon, the youngsters start to leave",lagoon youngster start leave
00:36:28.079,00:36:30.710,"lagoon, the youngsters start to leave",lagoon youngster start leave
00:36:28.079,00:36:30.710,and take their chances out over the open,take chance open
00:36:30.710,00:36:30.720,and take their chances out over the open,take chance open
00:36:30.720,00:36:34.069,and take their chances out over the open,take chance open
00:36:30.720,00:36:34.069,sea. But leopards are the most versatile,sea leopard versatile
00:36:34.069,00:36:34.079,sea. But leopards are the most versatile,sea leopard versatile
00:36:34.079,00:36:37.430,sea. But leopards are the most versatile,sea leopard versatile
00:36:34.079,00:36:37.430,"of all the big cats, adept at finding",big cat adept finding
00:36:37.430,00:36:37.440,"of all the big cats, adept at finding",big cat adept finding
00:36:37.440,00:36:57.589,"of all the big cats, adept at finding",big cat adept finding
00:36:37.440,00:36:57.589,cover in the most unpromising places.,cover unpromising place
00:36:57.599,00:37:00.310,The steep walls of the gully are now her,steep wall gully
00:37:00.310,00:37:00.320,The steep walls of the gully are now her,steep wall gully
00:37:00.320,00:37:07.430,The steep walls of the gully are now her,steep wall gully
00:37:00.320,00:37:07.430,cover for an ambush.,cover ambush
00:37:07.440,00:37:10.710,"The male puku is close enough, but he's",male puku close enough he
00:37:10.710,00:37:10.720,"The male puku is close enough, but he's",male puku close enough he
00:37:10.720,00:37:13.670,"The male puku is close enough, but he's",male puku close enough he
00:37:10.720,00:37:13.670,too big to tackle.,big tackle
00:37:13.670,00:37:13.680,too big to tackle.,big tackle
00:37:13.680,00:37:16.710,too big to tackle.,big tackle
00:37:13.680,00:37:16.710,She needs to slip past him without being,need slip past without
00:37:16.710,00:37:16.720,She needs to slip past him without being,need slip past without
00:37:16.720,00:37:28.069,She needs to slip past him without being,need slip past without
00:37:16.720,00:37:28.069,seen.,seen
00:37:28.079,00:37:50.470,"If he spots her, he'll blow her cover.",spot hell blow cover
00:37:50.480,00:38:00.870,Slowly does it,slowly
00:38:00.880,00:38:03.910,to succeed Here she needs to find prey,succeed need find prey
00:38:03.910,00:38:03.920,to succeed Here she needs to find prey,succeed need find prey
00:38:03.920,00:38:06.870,to succeed Here she needs to find prey,succeed need find prey
00:38:03.920,00:38:06.870,grazing close to the edge,grazing close edge
00:38:06.870,00:38:06.880,grazing close to the edge,grazing close edge
00:38:06.880,00:38:56.630,grazing close to the edge,grazing close edge
00:38:06.880,00:38:56.630,or better still in the gully itself.,better still gully
00:38:56.640,00:39:00.950,frustration.,frustration
00:39:00.960,00:39:03.109,Success would have saved off hunger for,success would saved hunger
00:39:03.109,00:39:03.119,Success would have saved off hunger for,success would saved hunger
00:39:03.119,00:39:07.589,Success would have saved off hunger for,success would saved hunger
00:39:03.119,00:39:07.589,"a week,",week
00:39:07.599,00:39:09.750,"but while there's prey around, there's",there prey around there
00:39:09.750,00:39:09.760,"but while there's prey around, there's",there prey around there
00:39:09.760,00:39:14.550,"but while there's prey around, there's",there prey around there
00:39:09.760,00:39:14.550,hope.,hope
00:39:14.560,00:39:17.670,"Peeking over the top is a risk, but it's",peeking top risk
00:39:17.670,00:39:17.680,"Peeking over the top is a risk, but it's",peeking top risk
00:39:17.680,00:39:56.069,"Peeking over the top is a risk, but it's",peeking top risk
00:39:17.680,00:39:56.069,the quickest way to find a new target.,quickest way find new target
00:39:56.079,00:39:59.430,A burst of speed of 65 km an hour and,burst speed hour
00:39:59.430,00:39:59.440,A burst of speed of 65 km an hour and,burst speed hour
00:39:59.440,00:40:11.589,A burst of speed of 65 km an hour and,burst speed hour
00:39:59.440,00:40:11.589,it's all over in less than 6 seconds.,less second
00:40:11.599,00:40:22.710,Except it isn't.,except isnt
00:40:22.720,00:40:25.589,"Dazed and disorientated, the Impala",dazed disorientated impala
00:40:25.589,00:40:25.599,"Dazed and disorientated, the Impala",dazed disorientated impala
00:40:25.599,00:40:29.349,"Dazed and disorientated, the Impala",dazed disorientated impala
00:40:25.599,00:40:29.349,makes a miraculous escape.,make miraculous escape
00:40:29.349,00:40:29.359,makes a miraculous escape.,make miraculous escape
00:40:29.359,00:40:32.230,makes a miraculous escape.,make miraculous escape
00:40:29.359,00:40:32.230,"The Namib Desert, one of the most",namib desert one
00:40:32.230,00:40:32.240,"The Namib Desert, one of the most",namib desert one
00:40:32.240,00:40:40.150,"The Namib Desert, one of the most",namib desert one
00:40:32.240,00:40:40.150,exposed places on Earth.,exposed place earth
00:40:40.160,00:40:43.670,"As the sun climbs high, everybody takes",sun climb high everybody take
00:40:43.670,00:40:43.680,"As the sun climbs high, everybody takes",sun climb high everybody take
00:40:43.680,00:40:49.190,"As the sun climbs high, everybody takes",sun climb high everybody take
00:40:43.680,00:40:49.190,cover from the extreme heat.,cover extreme heat
00:40:49.200,00:40:51.750,Everybody except,everybody except
00:40:51.750,00:40:51.760,Everybody except,everybody except
00:40:51.760,00:40:59.030,Everybody except,everybody except
00:40:51.760,00:40:59.030,the hot rod ant.,hot rod ant
00:40:59.040,00:41:01.750,"As others take refuge,",others take refuge
00:41:01.750,00:41:01.760,"As others take refuge,",others take refuge
00:41:01.760,00:41:07.190,"As others take refuge,",others take refuge
00:41:01.760,00:41:07.190,their day is just beginning.,day beginning
00:41:07.200,00:41:15.589,"Cleaning out the nest,",cleaning nest
00:41:15.599,00:41:18.790,the sand can reach a scorching 70,sand reach scorching
00:41:18.790,00:41:18.800,the sand can reach a scorching 70,sand reach scorching
00:41:18.800,00:41:20.950,the sand can reach a scorching 70,sand reach scorching
00:41:18.800,00:41:20.950,centrade.,centrade
00:41:20.950,00:41:20.960,centrade.,centrade
00:41:20.960,00:41:23.430,centrade.,centrade
00:41:20.960,00:41:23.430,The ants long legs raise their bodies,ant long leg raise body
00:41:23.430,00:41:23.440,The ants long legs raise their bodies,ant long leg raise body
00:41:23.440,00:41:30.390,The ants long legs raise their bodies,ant long leg raise body
00:41:23.440,00:41:30.390,above the surface where it's 10° cooler.,surface cooler
00:41:30.400,00:41:36.230,"But if they stand still, they will fry.",stand still fry
00:41:36.240,00:41:38.710,They must keep moving or risk the same,must keep moving risk
00:41:38.710,00:41:38.720,They must keep moving or risk the same,must keep moving risk
00:41:38.720,00:41:40.790,They must keep moving or risk the same,must keep moving risk
00:41:38.720,00:41:40.790,fate as their quarry. The creatures that,fate quarry creature
00:41:40.790,00:41:40.800,fate as their quarry. The creatures that,fate quarry creature
00:41:40.800,00:41:44.870,fate as their quarry. The creatures that,fate quarry creature
00:41:40.800,00:41:44.870,have collapsed from heat stroke.,collapsed heat stroke
00:41:44.870,00:41:44.880,have collapsed from heat stroke.,collapsed heat stroke
00:41:44.880,00:41:47.349,have collapsed from heat stroke.,collapsed heat stroke
00:41:44.880,00:41:47.349,Too deeply buried but a good place to,deeply buried good place
00:41:47.349,00:41:47.359,Too deeply buried but a good place to,deeply buried good place
00:41:47.359,00:41:51.109,Too deeply buried but a good place to,deeply buried good place
00:41:47.359,00:41:51.109,cool off.,cool
00:41:51.119,00:41:54.230,Foraging decisions must be fast.,foraging decision must fast
00:41:54.230,00:41:54.240,Foraging decisions must be fast.,foraging decision must fast
00:41:54.240,00:41:58.710,Foraging decisions must be fast.,foraging decision must fast
00:41:54.240,00:41:58.710,Too big.,big
00:41:58.720,00:42:03.030,Perfect.,perfect
00:42:03.040,00:42:12.630,back to the nest before they also die.,back nest also die
00:42:12.640,00:42:21.109,But they've strayed into a minefield.,theyve strayed minefield
00:42:21.119,00:42:24.390,Each of these strange cone-shaped pits,strange coneshaped pit
00:42:24.390,00:42:24.400,Each of these strange cone-shaped pits,strange coneshaped pit
00:42:24.400,00:42:30.470,Each of these strange cone-shaped pits,strange coneshaped pit
00:42:24.400,00:42:30.470,is a death trap,death trap
00:42:30.480,00:42:35.750,with a brutal predator at its center.,brutal predator center
00:42:35.760,00:42:39.910,"Here lie ant lion lvi, tiny ambush",lie ant lion lvi tiny ambush
00:42:39.910,00:42:39.920,"Here lie ant lion lvi, tiny ambush",lie ant lion lvi tiny ambush
00:42:39.920,00:43:04.390,"Here lie ant lion lvi, tiny ambush",lie ant lion lvi tiny ambush
00:42:39.920,00:43:04.390,predators with venomfilled pinces.,predator venomfilled pinces
00:43:04.400,00:43:07.510,"Some ants manage to escape, but the ant",ant manage escape ant
00:43:07.510,00:43:07.520,"Some ants manage to escape, but the ant",ant manage escape ant
00:43:07.520,00:43:10.150,"Some ants manage to escape, but the ant",ant manage escape ant
00:43:07.520,00:43:10.150,lion has other tricks.,lion trick
00:43:10.150,00:43:10.160,lion has other tricks.,lion trick
00:43:10.160,00:43:12.390,lion has other tricks.,lion trick
00:43:10.160,00:43:12.390,"Flinging sand into the air, it creates",flinging sand air creates
00:43:12.390,00:43:12.400,"Flinging sand into the air, it creates",flinging sand air creates
00:43:12.400,00:43:19.750,"Flinging sand into the air, it creates",flinging sand air creates
00:43:12.400,00:43:19.750,an avalanche.,avalanche
00:43:19.760,00:43:22.309,"In this cone of death, the walls are so",cone death wall
00:43:22.309,00:43:22.319,"In this cone of death, the walls are so",cone death wall
00:43:22.319,00:43:24.710,"In this cone of death, the walls are so",cone death wall
00:43:22.319,00:43:24.710,angled that the sand slips beneath the,angled sand slip beneath
00:43:24.710,00:43:24.720,angled that the sand slips beneath the,angled sand slip beneath
00:43:24.720,00:43:30.069,angled that the sand slips beneath the,angled sand slip beneath
00:43:24.720,00:43:30.069,ant's feet.,ant foot
00:43:30.079,00:43:32.950,"As boulders rain from the sky, escape",boulder rain sky escape
00:43:32.950,00:43:32.960,"As boulders rain from the sky, escape",boulder rain sky escape
00:43:32.960,00:43:37.400,"As boulders rain from the sky, escape",boulder rain sky escape
00:43:32.960,00:43:37.400,seems almost impossible.,seems almost impossible
00:43:37.410,00:43:51.670,[music],music
00:43:51.680,00:44:21.270,Phew.,phew
00:44:21.280,00:44:24.309,Not much remains of the porpus after the,much remains porpus
00:44:24.309,00:44:24.319,Not much remains of the porpus after the,much remains porpus
00:44:24.319,00:44:30.550,Not much remains of the porpus after the,much remains porpus
00:44:24.319,00:44:30.550,whales are through with it.,whale
00:44:30.560,00:44:32.950,Killer whales don't just target prey,killer whale dont target prey
00:44:32.950,00:44:32.960,Killer whales don't just target prey,killer whale dont target prey
00:44:32.960,00:44:36.230,Killer whales don't just target prey,killer whale dont target prey
00:44:32.960,00:44:36.230,smaller than themselves.,smaller
00:44:36.230,00:44:36.240,smaller than themselves.,smaller
00:44:36.240,00:44:38.630,smaller than themselves.,smaller
00:44:36.240,00:44:38.630,"Off the coast of California, a grey",coast california grey
00:44:38.630,00:44:38.640,"Off the coast of California, a grey",coast california grey
00:44:38.640,00:44:41.270,"Off the coast of California, a grey",coast california grey
00:44:38.640,00:44:41.270,whale and her baby are in serious,whale baby serious
00:44:41.270,00:44:41.280,whale and her baby are in serious,whale baby serious
00:44:41.280,00:44:49.349,whale and her baby are in serious,whale baby serious
00:44:41.280,00:44:49.349,danger.,danger
00:44:49.359,00:44:51.589,"Once again, computer images give the",computer image give
00:44:51.589,00:44:51.599,"Once again, computer images give the",computer image give
00:44:51.599,00:44:54.230,"Once again, computer images give the",computer image give
00:44:51.599,00:44:54.230,underwater view of an extraordinary,underwater view extraordinary
00:44:54.230,00:44:54.240,underwater view of an extraordinary,underwater view extraordinary
00:44:54.240,00:44:56.390,underwater view of an extraordinary,underwater view extraordinary
00:44:54.240,00:44:56.390,hunt.,hunt
00:44:56.390,00:44:56.400,hunt.,hunt
00:44:56.400,00:44:58.870,hunt.,hunt
00:44:56.400,00:44:58.870,The grey whale calf is just a few weeks,grey whale calf week
00:44:58.870,00:44:58.880,The grey whale calf is just a few weeks,grey whale calf week
00:44:58.880,00:45:01.430,The grey whale calf is just a few weeks,grey whale calf week
00:44:58.880,00:45:01.430,old. It's following its mother north,old following mother north
00:45:01.430,00:45:01.440,old. It's following its mother north,old following mother north
00:45:01.440,00:45:03.589,old. It's following its mother north,old following mother north
00:45:01.440,00:45:03.589,towards the summer feeding grounds in,towards summer feeding ground
00:45:03.589,00:45:03.599,towards the summer feeding grounds in,towards summer feeding ground
00:45:03.599,00:45:05.829,towards the summer feeding grounds in,towards summer feeding ground
00:45:03.599,00:45:05.829,Alaska.,alaska
00:45:05.829,00:45:05.839,Alaska.,alaska
00:45:05.839,00:45:08.710,Alaska.,alaska
00:45:05.839,00:45:08.710,They've reached Mterrey Bay where a deep,theyve reached mterrey bay deep
00:45:08.710,00:45:08.720,They've reached Mterrey Bay where a deep,theyve reached mterrey bay deep
00:45:08.720,00:45:15.190,They've reached Mterrey Bay where a deep,theyve reached mterrey bay deep
00:45:08.720,00:45:15.190,trench cuts in from the sea.,trench cut sea
00:45:15.200,00:45:17.829,"As they move beyond the trench wall, the",move beyond trench wall
00:45:17.829,00:45:17.839,"As they move beyond the trench wall, the",move beyond trench wall
00:45:17.839,00:45:22.710,"As they move beyond the trench wall, the",move beyond trench wall
00:45:17.839,00:45:22.710,grey whales lose their cover.,grey whale lose cover
00:45:22.720,00:45:24.790,"Out in the bay, the killer whales are",bay killer whale
00:45:24.790,00:45:24.800,"Out in the bay, the killer whales are",bay killer whale
00:45:24.800,00:45:27.670,"Out in the bay, the killer whales are",bay killer whale
00:45:24.800,00:45:27.670,"listening for that telltale sound, the",listening telltale sound
00:45:27.670,00:45:27.680,"listening for that telltale sound, the",listening telltale sound
00:45:27.680,00:45:36.470,"listening for that telltale sound, the",listening telltale sound
00:45:27.680,00:45:36.470,breathing of a great whale.,breathing great whale
00:45:36.480,00:45:39.109,"Immediately, their behavior changes. The",immediately behavior change
00:45:39.109,00:45:39.119,"Immediately, their behavior changes. The",immediately behavior change
00:45:39.119,00:45:41.670,"Immediately, their behavior changes. The",immediately behavior change
00:45:39.119,00:45:41.670,killers close ranks like a hunting wolf,killer close rank like hunting wolf
00:45:41.670,00:45:41.680,killers close ranks like a hunting wolf,killer close rank like hunting wolf
00:45:41.680,00:45:53.750,killers close ranks like a hunting wolf,killer close rank like hunting wolf
00:45:41.680,00:45:53.750,pack.,pack
00:45:53.760,00:45:55.349,The killer whales have caught up with,killer whale caught
00:45:55.349,00:45:55.359,The killer whales have caught up with,killer whale caught
00:45:55.359,00:45:57.750,The killer whales have caught up with,killer whale caught
00:45:55.359,00:45:57.750,the mother and calf,mother calf
00:45:57.750,00:45:57.760,the mother and calf,mother calf
00:45:57.760,00:46:03.270,the mother and calf,mother calf
00:45:57.760,00:46:03.270,and now the chase is on.,chase
00:46:03.280,00:46:05.750,The grey whales try to outswim their,grey whale try outswim
00:46:05.750,00:46:05.760,The grey whales try to outswim their,grey whale try outswim
00:46:05.760,00:46:09.510,The grey whales try to outswim their,grey whale try outswim
00:46:05.760,00:46:09.510,attackers.,attacker
00:46:09.520,00:46:12.069,Fast swimming pushes up the grey whale's,fast swimming push grey whale
00:46:12.069,00:46:12.079,Fast swimming pushes up the grey whale's,fast swimming push grey whale
00:46:12.079,00:46:14.790,Fast swimming pushes up the grey whale's,fast swimming push grey whale
00:46:12.079,00:46:14.790,breathing rate. A breathless calf is,breathing rate breathless calf
00:46:14.790,00:46:14.800,breathing rate. A breathless calf is,breathing rate breathless calf
00:46:14.800,00:46:17.510,breathing rate. A breathless calf is,breathing rate breathless calf
00:46:14.800,00:46:17.510,easier to catch.,easier catch
00:46:17.510,00:46:17.520,easier to catch.,easier catch
00:46:17.520,00:46:20.390,easier to catch.,easier catch
00:46:17.520,00:46:20.390,The killers work as a team.,killer work team
00:46:20.390,00:46:20.400,The killers work as a team.,killer work team
00:46:20.400,00:46:22.950,The killers work as a team.,killer work team
00:46:20.400,00:46:22.950,Their first goal is to separate the baby,first goal separate baby
00:46:22.950,00:46:22.960,Their first goal is to separate the baby,first goal separate baby
00:46:22.960,00:46:25.737,Their first goal is to separate the baby,first goal separate baby
00:46:22.960,00:46:25.737,from its mother.,mother
00:46:25.737,00:46:25.747,from its mother.,mother
00:46:25.747,00:46:27.670,from its mother.,mother
00:46:25.747,00:46:27.670,[music],music
00:46:27.670,00:46:27.680,[music],music
00:46:27.680,00:46:29.910,[music],music
00:46:27.680,00:46:29.910,The grey whale mother is a formidable,grey whale mother formidable
00:46:29.910,00:46:29.920,The grey whale mother is a formidable,grey whale mother formidable
00:46:29.920,00:46:31.750,The grey whale mother is a formidable,grey whale mother formidable
00:46:29.920,00:46:31.750,adversary.,adversary
00:46:31.750,00:46:31.760,adversary.,adversary
00:46:31.760,00:46:33.910,adversary.,adversary
00:46:31.760,00:46:33.910,She could seriously harm a killer whale,could seriously harm killer whale
00:46:33.910,00:46:33.920,She could seriously harm a killer whale,could seriously harm killer whale
00:46:33.920,00:46:36.069,She could seriously harm a killer whale,could seriously harm killer whale
00:46:33.920,00:46:36.069,with just one slap of her massive tail,one slap massive tail
00:46:36.069,00:46:36.079,with just one slap of her massive tail,one slap massive tail
00:46:36.079,00:46:46.230,with just one slap of her massive tail,one slap massive tail
00:46:36.079,00:46:46.230,fluke.,fluke
00:46:46.240,00:46:48.309,One of the attackers pushes between,one attacker push
00:46:48.309,00:46:48.319,One of the attackers pushes between,one attacker push
00:46:48.319,00:46:51.937,One of the attackers pushes between,one attacker push
00:46:48.319,00:46:51.937,mother and calf.,mother calf
00:46:51.947,00:47:08.312,[music],music
00:47:08.322,00:47:11.030,&gt;&gt; [music],gtgt music
00:47:11.040,00:47:14.390,&gt;&gt; The strategy is working. The grey whales,gtgt strategy working grey whale
00:47:14.390,00:47:14.400,&gt;&gt; The strategy is working. The grey whales,gtgt strategy working grey whale
00:47:14.400,00:47:20.390,&gt;&gt; The strategy is working. The grey whales,gtgt strategy working grey whale
00:47:14.400,00:47:20.390,are forced apart.,forced apart
00:47:20.400,00:47:22.067,"With the baby separated, the killer",baby separated killer
00:47:22.067,00:47:22.077,"With the baby separated, the killer",baby separated killer
00:47:22.077,00:47:24.710,"With the baby separated, the killer",baby separated killer
00:47:22.077,00:47:24.710,[music] whales change strategy. Now,music whale change strategy
00:47:24.710,00:47:24.720,[music] whales change strategy. Now,music whale change strategy
00:47:24.720,00:47:33.857,[music] whales change strategy. Now,music whale change strategy
00:47:24.720,00:47:33.857,their goal is to drown the calf.,goal drown calf
00:47:33.867,00:47:36.710,&gt;&gt; [music],gtgt music
00:47:36.720,00:47:38.950,&gt;&gt; For sea lions to venture into deep water,gtgt sea lion venture deep water
00:47:38.950,00:47:38.960,&gt;&gt; For sea lions to venture into deep water,gtgt sea lion venture deep water
00:47:38.960,00:47:41.670,&gt;&gt; For sea lions to venture into deep water,gtgt sea lion venture deep water
00:47:38.960,00:47:41.670,here is very dangerous indeed. It's much,dangerous indeed much
00:47:41.670,00:47:41.680,here is very dangerous indeed. It's much,dangerous indeed much
00:47:41.680,00:47:43.589,here is very dangerous indeed. It's much,dangerous indeed much
00:47:41.680,00:47:43.589,safer to stay in the shallows if they,safer stay shallow
00:47:43.589,00:47:43.599,safer to stay in the shallows if they,safer stay shallow
00:47:43.599,00:48:13.589,safer to stay in the shallows if they,safer stay shallow
00:47:43.599,00:48:13.589,can.,
00:48:13.599,00:48:15.829,"In one or two places, [music] channels",one two place music channel
00:48:15.829,00:48:15.839,"In one or two places, [music] channels",one two place music channel
00:48:15.839,00:48:18.069,"In one or two places, [music] channels",one two place music channel
00:48:15.839,00:48:18.069,enable the whales to get really close to,enable whale get really close
00:48:18.069,00:48:18.079,enable the whales to get really close to,enable whale get really close
00:48:18.079,00:48:49.910,enable the whales to get really close to,enable whale get really close
00:48:18.079,00:48:49.910,the beach. Those are the danger spots.,beach danger spot
00:48:49.920,00:48:52.150,"To get off the beach, the killer has to",get beach killer
00:48:52.150,00:48:52.160,"To get off the beach, the killer has to",get beach killer
00:48:52.160,00:48:58.870,"To get off the beach, the killer has to",get beach killer
00:48:52.160,00:48:58.870,thrash its body.,thrash body
00:48:58.880,00:49:00.950,No other whale deliberately beaches,whale deliberately beach
00:49:00.950,00:49:00.960,No other whale deliberately beaches,whale deliberately beach
00:49:00.960,00:49:03.430,No other whale deliberately beaches,whale deliberately beach
00:49:00.960,00:49:03.430,itself in this way or has perfected this,way perfected
00:49:03.430,00:49:03.440,itself in this way or has perfected this,way perfected
00:49:03.440,00:49:22.309,itself in this way or has perfected this,way perfected
00:49:03.440,00:49:22.309,method of getting back to the sea.,method getting back sea
00:49:22.319,00:49:24.309,As long as the sea lions stay well up,long sea lion stay well
00:49:24.309,00:49:24.319,As long as the sea lions stay well up,long sea lion stay well
00:49:24.319,00:49:26.309,As long as the sea lions stay well up,long sea lion stay well
00:49:24.319,00:49:26.309,"the beach, you might think they would be",beach might think would
00:49:26.309,00:49:26.319,"the beach, you might think they would be",beach might think would
00:49:26.319,00:49:28.950,"the beach, you might think they would be",beach might think would
00:49:26.319,00:49:28.950,"safe, but the hungry whales are very",safe hungry whale
00:49:28.950,00:49:28.960,"safe, but the hungry whales are very",safe hungry whale
00:49:28.960,00:49:44.309,"safe, but the hungry whales are very",safe hungry whale
00:49:28.960,00:49:44.309,daring.,daring
00:49:44.319,00:49:46.470,"Now, several of the whales are hunting",several whale hunting
00:49:46.470,00:49:46.480,"Now, several of the whales are hunting",several whale hunting
00:49:46.480,00:50:08.630,"Now, several of the whales are hunting",several whale hunting
00:49:46.480,00:50:08.630,in a group.,group
00:50:08.640,00:50:10.710,That sea lion was keeping just ahead of,sea lion keeping ahead
00:50:10.710,00:50:10.720,That sea lion was keeping just ahead of,sea lion keeping ahead
00:50:10.720,00:50:12.790,That sea lion was keeping just ahead of,sea lion keeping ahead
00:50:10.720,00:50:12.790,"one of the whales, but was caught by",one whale caught
00:50:12.790,00:50:12.800,"one of the whales, but was caught by",one whale caught
00:50:12.800,00:50:54.069,"one of the whales, but was caught by",one whale caught
00:50:12.800,00:50:54.069,another it probably hadn't seen.,another probably hadnt seen
00:50:54.079,00:51:21.829,Heat. Heat.,heat heat
00:51:21.839,00:51:24.390,This savage beating may be to separate,savage beating may separate
00:51:24.390,00:51:24.400,This savage beating may be to separate,savage beating may separate
00:51:24.400,00:51:30.950,This savage beating may be to separate,savage beating may separate
00:51:24.400,00:51:30.950,hide from flesh.,hide flesh
00:51:30.960,00:51:35.829,The army ant.,army ant
00:51:35.839,00:51:37.910,This may look like a ball of a million,may look like ball million
00:51:37.910,00:51:37.920,This may look like a ball of a million,may look like ball million
00:51:37.920,00:51:42.069,This may look like a ball of a million,may look like ball million
00:51:37.920,00:51:42.069,"individuals, but make no mistake,",individual make mistake
00:51:42.069,00:51:42.079,"individuals, but make no mistake,",individual make mistake
00:51:42.079,00:51:46.950,"individuals, but make no mistake,",individual make mistake
00:51:42.079,00:51:46.950,the colony acts as one.,colony act one
00:51:46.960,00:51:49.270,A super organism [music] with a sensory,super organism music sensory
00:51:49.270,00:51:49.280,A super organism [music] with a sensory,super organism music sensory
00:51:49.280,00:51:54.230,A super organism [music] with a sensory,super organism music sensory
00:51:49.280,00:51:54.230,system of 2 million antenni.,system million antenni
00:51:54.240,00:51:56.790,A skeleton made from the living bodies,skeleton made living body
00:51:56.790,00:51:56.800,A skeleton made from the living bodies,skeleton made living body
00:51:56.800,00:52:02.069,A skeleton made from the living bodies,skeleton made living body
00:51:56.800,00:52:02.069,of workers.,worker
00:52:02.079,00:52:06.150,A defense system of soldier ants,defense system soldier ant
00:52:06.150,00:52:06.160,A defense system of soldier ants,defense system soldier ant
00:52:06.160,00:52:11.190,A defense system of soldier ants,defense system soldier ant
00:52:06.160,00:52:11.190,ready to act at any sign of danger.,ready act sign danger
00:52:11.190,00:52:11.200,ready to act at any sign of danger.,ready act sign danger
00:52:11.200,00:52:14.390,ready to act at any sign of danger.,ready act sign danger
00:52:11.200,00:52:14.390,A digestive system processing piles of,digestive system processing pile
00:52:14.390,00:52:14.400,A digestive system processing piles of,digestive system processing pile
00:52:14.400,00:52:18.710,A digestive system processing piles of,digestive system processing pile
00:52:14.400,00:52:18.710,food deep inside.,food deep inside
00:52:18.720,00:52:21.270,Even a coordinated system [music] for,even coordinated system music
00:52:21.270,00:52:21.280,Even a coordinated system [music] for,even coordinated system music
00:52:21.280,00:52:26.630,Even a coordinated system [music] for,even coordinated system music
00:52:21.280,00:52:26.630,dealing with all the waste.,dealing waste
00:52:26.640,00:52:28.549,These are insects that [music] by,insect music
00:52:28.549,00:52:28.559,These are insects that [music] by,insect music
00:52:28.559,00:52:31.430,These are insects that [music] by,insect music
00:52:28.559,00:52:31.430,working together transcend individual,working together transcend individual
00:52:31.430,00:52:31.440,working together transcend individual,working together transcend individual
00:52:31.440,00:52:35.510,working together transcend individual,working together transcend individual
00:52:31.440,00:52:35.510,size.,size
00:52:35.520,00:52:40.470,The colony can search the entire jungle,colony search entire jungle
00:52:40.470,00:52:40.480,The colony can search the entire jungle,colony search entire jungle
00:52:40.480,00:52:49.750,The colony can search the entire jungle,colony search entire jungle
00:52:40.480,00:52:49.750,and flush out its [music] wildlife.,flush music wildlife
00:52:49.760,00:52:51.990,Each day it sends [music] out a silent,day sends music silent
00:52:51.990,00:52:52.000,Each day it sends [music] out a silent,day sends music silent
00:52:52.000,00:53:03.270,Each day it sends [music] out a silent,day sends music silent
00:52:52.000,00:53:03.270,probe into the forest in quest of food.,probe forest quest food
00:53:03.280,00:53:09.910,It doesn't use scouts like other ants.,doesnt use scout like ant
00:53:09.920,00:53:13.190,"Instead, a vast search party pushes into",instead vast search party push
00:53:13.190,00:53:13.200,"Instead, a vast search party pushes into",instead vast search party push
00:53:13.200,00:53:19.829,"Instead, a vast search party pushes into",instead vast search party push
00:53:13.200,00:53:19.829,virgin territory.,virgin territory
00:53:19.839,00:53:35.430,Seeking out the signs of anything alive.,seeking sign anything alive
00:53:35.440,00:53:38.790,"They spread out along a 10 m front,",spread along front
00:53:38.790,00:53:38.800,"They spread out along a 10 m front,",spread along front
00:53:38.800,00:53:43.829,"They spread out along a 10 m front,",spread along front
